ax,ay,az,gx,gy,gz
-0.1201,-0.0078,-0.8949,-2.9010,3.9777,-114.4250
-0.1063,0.0015,-1.0198,-2.8561,2.6169,-108.5258
-0.0137,-0.0091,-1.0214,-3.9029,3.0057,-105.2361
0.1049,-0.0249,-0.8566,-0.7701,6.9684,-114.6120
-0.0895,0.0403,-1.1777,-15.7761,-9.6376,-126.0440
-0.1263,0.0116,-0.9567,-24.8080,-14.7218,-111.0081
-0.0127,0.0089,-1.1481,-29.8773,-6.0487,-97.0789
-0.0298,0.0951,-0.8408,-17.7948,-13.0919,-107.4193
-0.0846,-0.1870,-1.1248,-4.3365,-12.2545,-99.4415
-0.1917,0.0204,-0.9517,-0.8748,-14.2508,-77.5644
-0.0663,-0.0577,-1.0588,4.6132,0.6505,-67.3361
-0.0402,-0.0299,-0.9515,12.6732,0.7327,-60.5322
0.0020,-0.0580,-0.9120,20.8229,16.2022,-66.7679
0.0305,0.0355,-1.0412,36.4943,18.6621,-70.1549
-0.0837,-0.0252,-1.0798,5.9366,17.6378,-63.8818
-0.0789,-0.0132,-1.0636,6.5048,20.4491,-51.6498
-0.0331,0.0978,-1.0146,5.6898,19.5444,-52.9881
-0.1473,-0.0377,-1.3043,-1.3982,3.4917,-61.8930
-0.0176,0.0046,-0.9982,-1.4206,4.3141,-58.7527
-0.0706,-0.0291,-1.0240,-2.1907,4.0599,-64.1510
-0.0547,-0.0167,-1.0276,-1.9589,4.3365,-51.2834
-0.0952,-0.0525,-1.0256,-2.0187,3.9851,-38.7149
0.1298,-0.1597,-1.0342,-2.8038,4.2767,-60.1210
0.0514,-0.0953,-1.1334,-2.6842,3.6038,-74.4914
-0.1349,-0.0107,-1.0105,-2.5272,4.2094,-86.8581
-0.0748,0.0157,-1.0071,-2.7664,3.5141,-71.7325
0.0076,-0.0238,-0.9770,-3.4468,2.6543,-64.5996
-0.1185,-0.0117,-1.0571,-1.9814,3.9552,-64.6071
-0.1010,-0.0009,-1.0090,-2.5272,3.5216,-47.8964
-0.0630,-0.0050,-1.0486,-1.6972,3.8879,-37.6308
-0.0467,-0.0198,-1.0191,-2.3851,3.9029,-43.6122
-0.0436,-0.0307,-1.0318,-2.1982,2.9309,-42.3486
-0.1752,0.0094,-1.0157,-1.8542,3.9178,-33.6008
-0.0889,-0.0079,-1.0198,-1.5402,3.6786,-13.9218
-0.0558,-0.0182,-1.0151,-1.6374,3.4019,-12.2096
-0.0421,-0.0201,-1.0259,-1.5926,3.3122,-8.2245
-0.0984,-0.0093,-1.0167,-1.7122,3.4169,-5.8170
-0.0469,-0.0210,-1.0195,-1.4879,3.5216,-0.4411
-0.0454,-0.0194,-1.0172,-1.4131,3.4393,-0.6206
-0.0456,-0.0231,-1.0244,-1.4430,3.3945,-0.4935
-0.1909,-0.0041,-1.0135,-1.3907,3.2898,4.2543
-0.1399,-0.0237,-1.0249,-1.4430,3.1403,40.4645
-0.1389,0.0047,-0.9952,-0.3813,3.7683,65.0183
-0.1240,0.0150,-1.0095,-0.5009,3.5440,72.5624
-0.1837,0.0475,-0.9467,-1.0542,2.8337,91.4040
-0.1373,0.0157,-0.9086,-0.7327,3.6412,94.1405
-0.2764,-0.0020,-0.9713,-0.4561,1.5253,104.9893
-0.2441,0.0991,-0.8875,0.1944,2.9683,147.2632
0.0734,-0.0315,-1.0587,0.6131,2.0636,153.5063
0.0252,0.0284,-0.9707,0.2467,4.2842,126.1935
-0.0336,0.0169,-1.1112,-0.2841,3.1627,115.0157
-0.3008,0.0228,-1.1603,0.6355,1.6075,137.8499
0.0049,0.1757,-0.9697,0.0897,1.1514,166.1047
0.0828,-0.1251,-0.8182,-0.4636,1.7197,109.4156
-0.0274,-0.0581,-0.9755,-0.3963,3.4244,70.0427
-0.2731,-0.0219,-1.0850,0.3813,3.4468,80.3532
-0.2098,0.0447,-1.0530,-1.8393,-0.5533,105.9538
0.1921,-0.0730,-1.0702,-1.9888,-0.8224,99.1051
0.0773,-0.0414,-1.0400,-1.2636,2.5645,54.2891
-0.3104,0.0438,-1.0168,-5.0842,-5.6151,70.7904
-0.1552,0.0122,-1.0140,-5.6375,-4.7104,88.1665
-0.3605,0.0607,-0.9793,-8.0750,-9.3311,111.3969
0.2090,-0.0406,-1.0067,-4.2169,-1.2337,117.3260
0.2258,-0.1140,-1.0721,-6.1011,-3.2599,78.5139
-0.0468,-0.0300,-0.9928,-11.6264,-17.8621,81.1757
-0.2157,0.0119,-0.9788,-11.7236,-14.5723,112.2269
0.1522,-0.0257,-1.0465,-5.9142,2.4300,141.2817
0.0928,0.0082,-1.0157,-7.9628,-0.7402,130.7095
-0.1157,0.1577,-0.7107,-6.8114,-0.1944,124.1972
0.0000,0.0128,-1.0260,-5.2861,4.5609,123.7337
-0.0112,-0.0656,-1.0203,-5.2039,6.4674,121.9093
-0.0883,-0.0391,-1.0176,-5.5254,4.2319,120.4214
-0.1891,-0.0615,-1.0277,-5.6973,4.6506,136.7358
-0.1581,-0.0050,-0.8326,-6.1758,6.9759,155.4652
0.0014,0.0005,-1.1094,-6.0637,6.5497,155.5176
0.1290,-0.0312,-1.0383,-5.1366,5.3085,120.3317
0.0537,-0.0142,-1.0762,-4.6506,4.7328,97.5499
-0.0350,-0.0274,-1.0350,-4.2543,5.0917,90.7236
0.0295,-0.0281,-0.9853,-4.2020,6.1534,108.1071
-0.0128,-0.0256,-0.9913,0.7925,17.3611,87.2693
0.1318,-0.0337,-1.0405,3.7683,20.5612,78.7383
0.0316,-0.0169,-1.0129,5.2786,21.6379,66.5137
0.0342,0.0179,-1.0303,2.9832,15.3349,76.7419
-0.1793,0.0580,-0.9857,2.6019,13.6452,86.1253
-0.1434,0.0416,-1.0125,5.2861,16.8004,107.1501
0.0732,-0.0370,-1.0911,6.4151,17.6453,120.3841
0.1398,-0.0210,-1.0370,5.3534,15.3873,98.3873
-0.0343,-0.0940,-0.8808,-1.3159,0.4337,71.7624
-0.0725,-0.0155,-1.0396,0.0897,3.2150,50.2367
-0.1573,0.0106,-0.9858,-0.6505,2.6318,61.2425
0.0374,-0.0148,-1.0451,-0.2393,3.4094,76.2859
0.0334,0.0233,-1.0325,-0.0897,3.6935,65.6015
0.1871,-0.0717,-1.0306,-0.9496,3.3272,38.9243
-0.2652,0.0279,-1.0136,-0.9047,3.0804,31.2007
-0.3334,0.0656,-1.0576,0.2393,3.3421,90.0880
0.0331,0.0322,-1.0317,0.6729,2.2057,132.1077
0.1203,0.0055,-0.9403,0.1570,3.1253,107.1875
0.2060,-0.0337,-1.0278,-0.2019,3.1104,65.2576
-0.0603,-0.0004,-1.0084,-0.9421,3.0505,40.5617
-0.1851,0.0263,-1.0477,-0.7327,2.8113,73.3699
0.0675,-0.0074,-1.0045,-0.1196,3.2001,92.7423
0.2164,-0.1431,-1.0251,-1.0767,2.8412,53.5265
-0.0381,-0.0161,-0.9974,-1.1140,3.3571,12.9498
-0.0516,-0.0045,-1.0217,-1.7271,3.1776,9.9442
-0.0496,-0.0089,-1.0183,-1.5103,3.1403,5.1515
-0.2606,0.0165,-1.0183,-1.3683,3.2150,10.3255
-0.2988,0.0445,-1.0035,-0.7701,3.5291,52.1059
-0.1249,0.0543,-0.9925,-0.4037,3.2973,75.9793
-0.0450,-0.0228,-1.0685,-0.3140,2.6169,83.4038
0.0396,-0.0344,-1.0235,-0.4935,3.5440,80.3383
0.1256,-0.0439,-1.0165,-1.2486,2.8786,53.9526
0.0125,-0.0312,-1.0157,-1.3907,3.2898,27.5819
-0.0310,-0.0214,-1.0190,-1.1514,3.1926,15.2527
-0.0029,-0.0148,-1.0248,-1.4655,3.4094,7.7011
-0.0477,-0.0120,-1.0132,-1.6000,3.6263,4.6506
-0.0513,-0.0117,-1.0169,-1.3757,3.4169,0.5682
-0.0500,-0.0132,-1.0154,-1.5402,3.4393,-0.4187
-0.0518,-0.0142,-1.0211,-1.3608,3.3197,-0.5981
-0.0504,-0.0142,-1.0191,-1.5327,3.4019,-0.9271
-0.0500,-0.0162,-1.0206,-1.6673,3.5066,-0.4112
-0.0500,-0.0150,-1.0192,-1.7944,3.5889,-0.7552
-0.0489,-0.0146,-1.0189,-1.5627,3.4019,-0.7925
-0.0375,-0.0189,-1.0164,-1.4281,3.4618,-1.3309
0.1696,-0.0622,-1.0278,-2.3029,3.7160,-47.2983
0.0422,-0.0057,-1.0150,-3.4842,3.8655,-80.0616
0.0295,-0.0104,-0.9944,-3.5590,4.5609,-86.0580
-0.0500,0.0159,-1.1080,-2.7066,3.9104,-96.9069
-0.0298,-0.0754,-0.9337,-3.2674,3.6711,-104.2865
0.1220,-0.0261,-1.0075,-3.5963,4.0001,-112.7353
0.0469,0.0581,-0.9377,-3.6861,2.5571,-130.6497
0.0167,-0.0096,-1.2555,-6.8637,-2.9160,-143.7491
0.0098,0.0432,-1.0004,-12.2021,-17.3686,-159.3233
-0.0683,0.0895,-0.9368,-3.0281,1.0767,-166.9122
-0.2115,0.0502,-0.8995,-2.1683,3.3795,-142.7098
-0.1099,-0.0045,-0.9548,2.1832,11.5442,-92.9965
0.1025,-0.0294,-1.0767,1.9365,13.3386,-96.3162
0.0372,0.0060,-1.0640,1.0393,13.2040,-125.0421
-0.1867,0.0593,-0.9915,-4.5534,-0.8823,-119.7560
-0.1284,0.0281,-1.0125,-1.5103,5.7048,-93.1161
