ax,ay,az,gx,gy,gz
0.2238,0.4439,0.8377,7.4843,-2.0636,21.0023
0.2499,0.4200,0.8409,3.0356,5.0095,31.4400
0.2849,0.3851,0.8893,-0.2692,1.2785,32.3297
0.2760,0.3566,0.8764,-0.5009,2.0486,22.7145
0.2862,0.3802,0.8893,0.3738,4.6655,11.5442
0.2706,0.3981,0.8550,0.2467,6.7291,4.3964
0.2548,0.3885,0.8484,-1.0318,4.3889,0.5159
0.2573,0.4039,0.8514,-1.9814,0.2916,-3.3870
0.2538,0.3994,0.8621,-3.1926,1.8617,-8.3890
0.2491,0.3986,0.8580,-5.0095,3.8730,-13.5106
0.2803,0.3951,0.8688,-7.8731,5.6151,-16.5686
0.2631,0.3777,0.8933,-5.0842,8.5385,-25.5034
0.2755,0.3687,0.8604,-1.3608,11.7535,-29.6530
0.2866,0.3401,0.8220,5.1067,6.9534,-35.5896
0.3087,0.3624,0.8581,12.8825,3.8057,-40.6963
0.3079,0.3671,0.8551,18.2584,7.5740,-46.9095
0.2916,0.3946,0.8637,22.9688,10.3778,-51.5825
0.3296,0.3690,0.8677,25.1221,10.7591,-54.5882
0.3120,0.3191,0.8685,23.4622,9.1516,-62.1622
0.3337,0.3137,0.8875,19.1182,13.3835,-72.2858
0.2400,0.2679,0.9057,17.8023,7.2450,-90.2824
0.3453,0.2639,0.8481,21.9594,6.3628,-97.2284
0.3497,0.2426,0.8622,20.9425,4.4786,-106.5819
0.3785,0.2162,0.8616,20.6136,4.1272,-108.3464
0.3867,0.1873,0.8425,15.3947,1.3982,-104.1220
0.4022,0.1797,0.8936,8.2021,8.1049,-102.3500
0.3923,0.1616,0.8754,1.3757,20.5313,-103.3070
0.4189,0.1282,0.8501,-6.5198,24.2323,-100.7948
0.4327,0.1056,0.8559,-12.7480,18.1163,-99.8528
0.4639,0.0980,0.8569,-13.4657,15.1480,-98.8210
0.4796,0.0936,0.8391,-13.6826,19.2378,-97.1611
0.4680,0.0409,0.8575,-15.9406,23.6641,-96.0396
0.5044,0.0365,0.8452,-16.0976,23.0585,-96.9144
0.4965,0.0349,0.8713,-15.2003,28.9577,-99.9200
0.4688,0.0099,0.7991,-14.2508,31.4848,-96.0396
0.4749,-0.0222,0.8101,-18.2733,27.2380,-83.9496
0.5547,0.0060,0.8317,-25.8772,14.5200,-70.4614
0.4836,-0.0086,0.8033,-27.6118,8.3366,-65.5716
0.4580,-0.0314,0.8640,-29.5857,10.0264,-61.1603
0.5251,-0.0348,0.9089,-23.7613,16.9798,-60.4425
0.5666,-0.0162,0.8812,-16.5836,32.5241,-71.9643
0.5911,-0.0350,0.8778,-9.9068,38.5280,-79.5009
0.5709,-0.0593,0.8196,-4.2992,31.4699,-87.4712
0.5273,-0.0941,0.8060,-2.7440,18.4976,-87.2917
0.5137,-0.1066,0.7922,0.6281,7.1478,-91.0675
0.4856,-0.1944,0.8140,6.8114,2.3926,-85.1384
0.5074,-0.1779,0.7676,22.3781,0.5907,-76.6447
0.5492,-0.2107,0.7945,27.1782,-17.2864,-66.4688
0.5077,-0.2268,0.7670,19.8434,-26.9763,-57.0854
0.5101,-0.1918,0.7524,10.4376,-16.0677,-59.7472
0.4909,-0.2225,0.7369,-0.5832,-2.9758,-58.9023
0.5068,-0.2624,0.7621,-6.6768,2.8113,-56.3303
0.4386,-0.2944,0.7938,-8.0151,6.3927,-50.4610
0.4453,-0.3275,0.8029,-1.4505,3.2076,-42.7225
0.4371,-0.3133,0.7723,3.3047,-6.5273,-33.8550
0.4534,-0.3077,0.7858,2.7515,-14.7966,-29.1446
0.5110,-0.2932,0.8464,2.1384,-25.3389,-26.8268
0.4614,-0.2974,0.8162,7.8806,-27.5296,-31.8437
0.3975,-0.3293,0.7943,10.2956,-22.7893,-34.0045
0.3441,-0.3730,0.8541,2.5421,-25.8099,-26.1464
0.3197,-0.3760,0.8231,-1.9141,-23.9407,-13.0994
0.3138,-0.3777,0.8379,-6.0936,-10.7890,-4.5683
0.3372,-0.3640,0.8486,-7.2525,-6.5721,3.3272
0.3515,-0.3507,0.8284,-6.8413,-8.9647,9.9965
0.3704,-0.3351,0.8400,-8.8600,-5.3160,12.0975
0.3722,-0.3195,0.8698,-10.6993,-1.5103,12.8825
0.3743,-0.3062,0.8664,-10.1984,0.0897,12.3517
0.3682,-0.3125,0.8583,-11.1778,3.1477,13.4059
0.3492,-0.3065,0.8657,-11.6788,3.8206,14.5872
0.3403,-0.3165,0.8403,-14.6246,7.2600,20.4341
0.3080,-0.3350,0.9381,-16.3593,7.4992,31.7540
0.3275,-0.2495,0.7612,-21.0921,14.3181,48.5320
0.3169,-0.2928,0.8037,-35.3728,22.6173,65.0034
0.3223,-0.2421,0.7802,-41.0103,23.4772,88.7422
0.4012,-0.1907,0.7887,-49.9525,25.3090,104.9146
0.4814,-0.1287,0.8322,-49.7581,18.6098,113.6400
0.4883,-0.0878,0.8813,-42.1991,10.4376,112.3465
0.4808,-0.0501,0.8472,-34.1391,5.7123,109.6399
0.4867,-0.0037,0.8784,-26.6772,8.8525,104.2715
0.3036,0.0197,0.8263,0.9047,-55.1564,98.2527
0.4361,0.0175,0.8641,0.0150,-37.0551,91.1198
0.4330,0.0441,0.9271,3.9253,-26.7146,92.1068
0.4391,0.0465,0.8696,5.9814,-10.6619,89.7591
0.4221,0.0604,0.8776,0.4486,-0.1196,90.8208
0.3827,0.0751,0.8986,-2.6917,4.7328,90.9628
0.4134,0.0848,0.8688,0.0449,8.0226,92.1367
0.4142,0.1233,0.8483,-0.9795,6.3628,94.6713
0.4337,0.1913,0.8841,-4.8375,6.8188,92.1292
0.4163,0.1618,0.8696,-5.5104,16.3667,86.0655
0.3925,0.1143,0.8612,-6.7740,12.0601,90.3423
0.4406,0.1730,0.8730,-8.4787,2.8487,97.3181
0.3614,0.1789,0.8744,-2.8935,2.9010,94.3274
0.3786,0.2236,0.9221,5.2188,7.9404,85.8562
0.3885,0.2493,0.8845,9.5030,15.1779,80.0093
0.3660,0.2424,0.9042,6.6843,22.5650,78.9700
0.3792,0.2645,0.8741,4.4711,33.8475,83.7851
0.3488,0.2560,0.8229,3.7160,33.4213,86.6338
0.3441,0.2557,0.8281,0.9346,23.2529,91.7105
0.3369,0.3021,0.8232,-3.1253,10.4301,91.1797
0.3497,0.2789,0.8288,-2.6393,-4.5309,91.9498
0.3431,0.2958,0.8554,1.5552,-12.6283,88.0768
0.3315,0.3065,0.9590,5.2412,-13.1293,76.5251
0.2994,0.3582,0.9349,2.3178,-12.1797,59.2911
0.2720,0.3521,0.9057,-4.8524,-0.8748,46.6927
0.2736,0.3528,0.8758,-3.1403,9.3011,46.3712
0.2878,0.3253,0.8112,3.0132,8.6806,54.4835
0.2546,0.3350,0.8477,10.2283,0.4785,53.1377
0.3678,0.3531,1.0596,18.2733,-2.1608,41.2570
0.2791,0.3522,0.8702,17.5331,-1.0991,29.7951
0.2906,0.3375,0.8503,9.0021,-0.1944,23.5669
0.2647,0.3479,0.8904,2.5945,-1.9739,17.7126
0.2424,0.3512,0.8921,0.6580,0.8823,10.4825
0.2314,0.3716,0.8746,0.3963,2.6019,7.7609
0.2481,0.3412,0.8668,-3.2076,1.6748,7.3048
0.2532,0.3167,0.8875,-7.7086,-2.7365,3.9029
0.2485,0.3359,0.8998,-8.5310,-3.2898,0.2318
0.2313,0.3489,0.9055,-6.2506,-0.5234,-2.8038
0.2211,0.3533,0.8973,-3.2449,2.8188,-5.9067
0.2266,0.3312,0.9032,-3.1178,4.1795,-9.0469
0.2329,0.3390,0.8933,-4.7852,3.5664,-13.0545
0.2562,0.3367,0.9103,-3.5291,3.8356,-21.2865
0.2757,0.3120,0.8961,0.5009,4.1122,-34.4382
0.2521,0.3245,0.8615,3.6038,2.3103,-54.8349
0.3099,0.3380,0.9274,2.4973,0.3514,-72.3979
0.3173,0.3673,0.9442,2.8636,-1.9215,-87.7553
