ax,ay,az,gx,gy,gz
-0.1752,0.7403,0.6562,-6.7516,11.7461,-65.6763
-0.1301,0.7536,0.7063,-9.3909,5.1366,-63.8145
-0.1077,0.8052,0.7253,2.6169,2.2505,-74.3867
-0.1048,0.8275,0.7221,16.0004,8.3591,-80.7271
-0.0988,0.7900,0.6455,26.7445,20.6210,-80.8990
-0.0336,0.7284,0.6144,18.7144,28.8231,-77.8036
-0.0233,0.7272,0.6315,-0.1122,27.1184,-83.4636
0.0172,0.7266,0.7075,-5.2263,27.1259,-91.5984
0.1073,0.6997,0.6588,2.1608,27.5072,-107.3146
0.1032,0.7066,0.6143,6.6693,37.3616,-115.6512
0.1566,0.7432,0.6528,0.3365,35.2457,-115.6512
0.1722,0.7770,0.7009,-6.8263,24.3370,-115.4494
0.1893,0.7474,0.6779,-6.1684,12.3741,-113.2961
0.2142,0.7202,0.6757,-3.9777,2.2356,-102.9108
0.2348,0.6804,0.7197,2.5571,-2.8636,-95.2097
0.2758,0.6580,0.7096,19.6939,-6.4450,-88.8469
0.3018,0.6192,0.6097,24.2697,-5.5403,-86.9553
0.2808,0.5588,0.5436,10.7591,-1.7496,-83.5907
0.3469,0.5987,0.6154,-10.2208,-1.6299,-77.6990
0.3807,0.6055,0.7001,-19.4920,-6.3478,-75.9718
0.4116,0.5640,0.7089,-11.9554,-8.0151,-78.6560
0.4138,0.5455,0.7053,-1.8692,-9.1142,-83.0823
0.4263,0.5227,0.6901,4.8225,-9.7572,-82.7907
0.4451,0.5308,0.6949,6.9310,-6.8188,-81.2430
0.4612,0.4952,0.6489,6.9385,-1.4729,-80.4056
0.4375,0.4568,0.5979,-2.8636,5.1665,-76.3083
0.4340,0.4421,0.6495,-13.6153,7.5815,-69.6913
0.4270,0.4310,0.6327,-9.5554,8.6058,-65.0706
0.5015,0.4623,0.6349,-16.6209,8.5684,-56.4349
0.5438,0.4760,0.7226,-18.6920,2.9384,-50.3712
0.5296,0.4625,0.7368,-11.2302,-0.3664,-42.2290
0.5251,0.4591,0.7287,-5.1889,-3.5590,-33.2494
0.4840,0.3878,0.6680,8.1049,-0.5608,-26.9464
0.5110,0.4081,0.6025,5.3534,3.4842,-20.5836
0.5521,0.3850,0.6352,-1.5552,4.9571,-18.0042
0.5743,0.3746,0.6964,-3.1178,4.3964,-15.8882
0.5566,0.3894,0.6620,2.3552,2.0561,-14.8938
0.5872,0.3856,0.6506,-0.0075,-3.3197,-13.8246
0.5790,0.3796,0.6863,-4.3964,-3.1702,-12.9723
0.5485,0.3839,0.7181,-4.6132,-3.4393,-10.4974
0.5333,0.3646,0.7188,0.5159,-4.1347,-5.2039
0.5546,0.3492,0.6545,4.1721,0.1720,-1.6972
0.5507,0.3623,0.6373,-1.5552,5.5328,0.0748
0.5270,0.3818,0.7216,-6.2805,6.9310,5.8842
0.4991,0.3887,0.7696,-0.3813,1.8542,16.2994
0.4932,0.3808,0.7162,9.3983,-7.0581,25.6006
0.5299,0.3884,0.6585,8.2469,-12.1199,35.1784
0.5247,0.3865,0.6558,1.7720,-11.6040,41.0252
0.5126,0.3831,0.7018,-1.4954,-11.1629,46.3338
0.4905,0.3947,0.6771,0.4636,-10.2357,50.8273
0.4624,0.4112,0.6915,-2.7814,-10.6619,55.9863
0.4844,0.4299,0.7108,-3.7160,-11.4470,59.8817
0.4878,0.4411,0.6614,-1.9365,-11.4096,61.4145
0.4697,0.4595,0.6636,-8.5385,-9.8544,62.3267
0.4805,0.5251,0.7349,-9.3311,-13.0994,63.6052
0.4081,0.5148,0.7264,-4.2767,-21.4584,62.4762
0.3611,0.5793,0.7692,-10.0787,-27.6118,71.6428
0.3757,0.5578,0.7739,-6.3927,-32.8680,73.2578
0.2805,0.5389,0.7606,-5.1590,-29.7951,75.8148
0.3068,0.6020,0.7925,1.0916,-31.7390,80.4579
0.2561,0.5750,0.7549,7.5740,-30.3932,79.0224
0.1746,0.5793,0.7221,5.4132,-22.1388,82.7907
0.0754,0.5213,0.6439,-13.4059,-13.2639,99.7481
0.1319,0.4930,0.6129,-13.4134,-24.5239,105.7744
0.1384,0.6639,0.7171,-28.2698,-22.1613,121.7149
0.1051,0.6048,0.6578,-29.7203,-28.1577,114.7914
0.1490,0.6642,0.6447,-36.5541,-19.4247,107.3819
0.0561,0.6735,0.6685,-37.6906,-13.5106,90.8507
-0.0179,0.6946,0.6956,-47.3730,-7.5665,70.5212
-0.1252,0.8098,0.7440,-49.5264,-6.4151,62.5285
-0.0655,0.8038,0.8097,-32.5166,-1.4655,61.3248
-0.0060,0.7185,0.7310,-6.9086,15.4695,57.1901
-0.0370,0.7450,0.7522,2.7814,25.4585,39.4402
-0.0769,0.7123,0.7023,13.6900,43.5001,31.5895
-0.1309,0.7201,0.6843,8.6581,43.8589,36.4644
-0.1602,0.7205,0.6808,-1.2561,34.5204,51.2909
-0.1309,0.7337,0.7192,-4.5758,23.0360,64.1585
-0.1315,0.7025,0.7410,1.0542,11.1105,69.0184
-0.1034,0.6799,0.7550,10.3105,1.0617,73.6316
-0.1619,0.6628,0.7349,21.3612,-6.2880,75.0821
-0.1984,0.6869,0.6906,23.4547,-10.0563,79.8747
-0.2151,0.6867,0.6486,15.4546,-15.8434,85.4823
-0.1996,0.6843,0.6543,6.1385,-16.0228,85.5496
-0.2408,0.6660,0.6978,-1.2636,-11.6264,80.4355
-0.2604,0.6553,0.7381,-1.9739,-8.6731,79.6878
-0.2707,0.6260,0.7360,3.9029,-3.3571,74.6260
-0.3144,0.5866,0.7231,8.3516,0.7626,69.0932
-0.3476,0.5439,0.6920,12.1872,3.0655,66.9473
-0.3650,0.5355,0.6645,9.7273,5.2637,63.5454
-0.3621,0.5528,0.6818,-2.8935,13.3984,48.8983
-0.3912,0.5468,0.7027,-12.7779,21.6304,36.3747
-0.4099,0.5296,0.7120,-16.3144,20.6883,33.3540
-0.4117,0.5392,0.7195,-12.1274,15.0284,38.1616
-0.4177,0.5786,0.7383,-7.4020,9.1740,42.3860
-0.4090,0.5586,0.7472,-5.1814,5.1440,43.2458
-0.4139,0.5208,0.7278,-2.6318,1.6898,39.1112
-0.3990,0.5125,0.7099,-3.3347,1.2337,31.6269
-0.4048,0.5101,0.7160,-6.8114,4.6431,23.2678
-0.4233,0.4999,0.7068,-7.7385,5.2263,17.0023
-0.4214,0.5067,0.6884,-6.4450,3.3720,14.7517
-0.4415,0.5157,0.6936,-10.4825,2.4524,11.6713
-0.4539,0.5279,0.7034,-15.3723,1.4281,9.0469
-0.4288,0.5289,0.7303,-19.8360,3.1552,4.8524
-0.4217,0.5309,0.7359,-19.3350,6.0487,-5.2188
-0.4081,0.5369,0.7203,-16.2546,4.9721,-14.2059
-0.3648,0.5314,0.6833,-14.3405,4.5384,-27.5745
-0.3657,0.5610,0.6617,-15.2527,8.7254,-44.1356
-0.3509,0.5795,0.6625,-15.8209,10.9535,-61.2575
-0.3732,0.6376,0.6554,-19.3724,18.2733,-74.8503
-0.3665,0.6604,0.6370,-26.9987,19.6117,-73.8783
-0.3265,0.6343,0.6980,-32.9802,22.4828,-76.0092
-0.3093,0.6689,0.7421,-31.2904,25.6754,-81.0262
-0.3021,0.7082,0.7576,-26.9614,22.1762,-86.9328
-0.2523,0.7399,0.7556,-19.7238,15.3648,-95.3517
-0.2319,0.7639,0.7634,-8.6507,12.4115,-105.5725
-0.2006,0.7590,0.7196,1.3683,12.4040,-108.8025
-0.1498,0.7447,0.6920,5.4506,6.8039,-108.2043
-0.1269,0.7512,0.6622,14.9611,2.5421,-109.3259
-0.0812,0.7576,0.6379,16.4415,0.1944,-110.5595
-0.0484,0.7399,0.6038,12.7480,-1.1440,-115.8382
0.0115,0.7244,0.5462,7.3721,2.5945,-131.2778
-0.0135,0.6985,0.4718,-6.5123,6.8488,-146.8893
0.0892,0.7483,0.5670,-17.6901,10.3479,-151.6595
0.1193,0.7867,0.7425,-27.6492,4.9721,-140.1303
0.1484,0.7676,0.8218,-9.4881,-5.4057,-134.7694
